Train started: 13:19
F = <module 'torch.nn.functional' from '/home/milkylatte/miniconda3/envs/irobot/lib/python3.8/site-packages/torch/nn/functional.py'>
BATCH_SIZE = 32
GAMMA = 0.99
EPS_START = 1
EPS_END = 0.01
EXP_FRACTION = 0.1
NUMBER_OF_FRAMES = 40000000.0
TARGET_UPDATE = 1000
TRAIN_FREQUENCY = 4
HEIGHT = 84
WIDTH = 84
EPSILON = 0
MEM_SIZE = 250000
LEARNING_STARTS = 10000
SINGLE_EVAL_STEPS = 10000
SCHEDULE_TIMESTEPS = 4000000.0
LEARNING_RATE = 0.0001
PATH = ./deepQ.pt
GIF_PATH = ./game_video/

games,frames,epsilon,score,network_loss,delta_t,frames/t
13:22:05,54,51031,0.989845075,-19.0,0.0029659408751456767,3.728885,285.07181101053
13:22:08,55,51958,0.9896156425,-19.0,0.0027723583956811063,3.246066,285.576448538015
13:22:12,56,52950,0.9893701225,-20.0,0.0026614866491722605,3.600916,275.4854598107815
13:22:15,57,53780,0.9891646975,-20.0,0.0031381761213733054,2.979328,278.5863120811136
13:22:18,58,54712,0.9889340275,-19.0,0.0030300259018564684,3.276567,284.4440537916667
13:22:22,59,55640,0.9887043475,-21.0,0.002849357666554138,3.317802,279.7032493198811
13:22:24,60,56416,0.9885122875,-21.0,0.0026646578644243905,2.823255,274.8600462940825
13:22:28,61,57449,0.98825662,-19.0,0.003066466951340034,3.636294,284.0804401404287
13:22:31,62,58289,0.98804872,-20.0,0.002737942009809471,3.070312,273.58783081328545
13:22:34,63,59046,0.9878613625,-21.0,0.0030213307697700446,2.732787,277.0065870483137
13:22:37,64,59879,0.987655195,-20.0,0.002767680056702095,2.970978,280.37905363149775
13:22:40,65,60709,0.98744977,-21.0,0.0024111408895875616,2.99046,277.54927335593857
13:22:42,66,61467,0.987262165,-21.0,0.002596096060837486,2.6435,286.7410629846794
13:22:46,67,62409,0.98702902,-19.0,0.0025177084146781777,3.43879,273.9335638407696
13:22:49,68,63288,0.9868114675,-21.0,0.002563138052791391,3.183271,276.131061414501
13:22:52,69,64165,0.98659441,-21.0,0.0026366984606614676,3.355383,261.3710565977118
13:22:56,70,65125,0.98635681,-21.0,0.00280398314910902,3.419607,280.73401417180395
13:22:59,71,65908,0.9861630175,-21.0,0.003030759799413574,3.045229,257.12352010308587
13:23:02,72,66695,0.985968235,-21.0,0.002533869245822357,2.816569,279.4179727178706
13:23:05,73,67650,0.9857318725,-20.0,0.0026392012759780116,3.386111,282.03446372549513
13:23:08,74,68645,0.98548561,-19.0,0.002534247166196625,3.467357,286.9620866844689
13:23:12,75,69587,0.985252465,-20.0,0.0025979578368702625,3.332898,282.63691238075694
13:23:15,76,70429,0.98504407,-21.0,0.0031949425352322406,3.05454,275.6552541462872
13:23:18,77,71264,0.9848374075,-20.0,0.002892549523004653,2.864401,291.50946393329707
13:23:21,78,72160,0.9846156475,-21.0,0.002836156752631983,3.185399,281.2834436125584
13:23:24,79,73043,0.984397105,-21.0,0.002628858596543735,3.436359,256.9580186470622
13:23:28,80,74061,0.98414515,-21.0,0.002311182606453989,3.719937,273.6605485523008
13:23:32,81,75160,0.9838731475,-20.0,0.0026840984291927276,4.062902,270.496310272805
13:23:35,82,76039,0.983655595,-21.0,0.002952664253164337,3.191385,275.42900652851347
13:23:38,83,76856,0.9834533875,-21.0,0.0024271626678847836,3.04291,268.4929886194465
13:23:42,84,77764,0.9832286575,-21.0,0.0029411843143473276,3.252747,279.1486703392548
13:23:45,85,78660,0.9830068975,-21.0,0.0028365714687034987,3.136349,285.68249260525533
13:23:48,86,79562,0.9827836525,-21.0,0.003129885288313921,3.159744,285.46616434749143
13:23:51,87,80462,0.9825609024999999,-20.0,0.0034894720433900754,3.159994,284.8106673620266
13:23:54,88,81420,0.9823237975,-19.0,0.0037101456602240393,3.351533,285.83934575610624
13:23:57,89,82237,0.98212159,-21.0,0.004284300831737133,2.890821,282.61867476402034
13:24:01,90,83112,0.9819050275,-21.0,0.004328188144093499,3.223338,271.45772488023283
13:24:05,91,84226,0.9816293125,-20.0,0.004203978261666699,3.947871,282.177406505937
13:24:07,92,85015,0.981434035,-21.0,0.003423232206989666,2.801115,281.6735478550506
13:24:11,93,85941,0.98120485,-20.0,0.0031536198775625208,3.275781,282.6806798134552
13:24:14,94,86758,0.9810026425,-21.0,0.003423318844950557,3.019703,270.55640902433123
13:24:17,95,87626,0.9807878125,-20.0,0.0037118702027667742,3.24015,267.8888323071463
13:24:20,96,88525,0.98056531,-20.0,0.0036658564779079622,3.445289,260.9360201713122
13:24:24,97,89550,0.9803116225,-21.0,0.0035171675658602908,3.943426,259.9262671595714
13:24:28,98,90525,0.98007031,-20.0,0.0033005347072727,3.627496,268.780448000494
13:24:33,99,91793,0.97975648,-17.0,0.003037959349720683,4.641065,273.2131525845899
13:24:35,100,92550,0.9795691225000001,-21.0,0.0027878485335451034,2.691536,281.25204344285197
13:24:39,101,93740,0.9792745975,-20.0,0.0032752204501393066,4.219551,282.0205277765336
13:24:43,102,94669,0.97904467,-20.0,0.002832829956237083,3.325421,279.36312424802753
13:24:46,103,95647,0.978802615,-19.0,0.0036705421967542593,3.556604,274.98141485529453
13:24:50,104,96558,0.9785771425,-21.0,0.003579946234056383,3.471029,262.4581932331882
13:24:54,105,97606,0.9783177625,-19.0,0.003327983808979207,3.738395,280.33420759443555
13:24:56,106,98386,0.9781247125,-21.0,0.003402090214419728,2.794308,279.1388780334881
13:24:59,107,99205,0.97792201,-21.0,0.0029162794414044515,2.926123,279.89254040243696
13:25:03,108,100312,0.9776480275,-20.0,0.0025924070368342073,3.961903,279.4111819496843
13:25:08,109,101628,0.9773223175,-16.0,0.0024418853036493153,4.787542,274.88009504668577
13:25:11,110,102462,0.9771159025,-20.0,0.0029775159161662657,3.182379,262.0680943407432
13:25:14,111,103335,0.976899835,-21.0,0.0028094438261378114,3.124186,279.43278665226717
13:25:18,112,104240,0.9766758475,-21.0,0.0025595770510061914,3.277466,276.1279598323827
13:25:21,113,105222,0.9764328025,-20.0,0.0028653437909632313,3.492283,281.1914154723429
13:25:24,114,105999,0.976240495,-21.0,0.0027721429672140207,2.734246,284.17340648939415
13:25:27,115,106877,0.97602319,-21.0,0.0034289916437542575,3.120976,281.32225303879295
13:25:30,116,107637,0.97583509,-21.0,0.004107563101110588,2.679709,283.6128848318978
13:25:33,117,108625,0.97559056,-20.0,0.0026198598706570686,3.494234,282.7515272302885
13:25:37,118,109627,0.975342565,-20.0,0.002788264378439635,3.527611,284.0449244545388
13:25:40,119,110500,0.9751264975,-21.0,0.0027754537728102453,3.088975,282.61802054079425
13:25:43,120,111344,0.9749176075,-21.0,0.0025173504412024155,3.011721,280.2384417414495
13:25:46,121,112411,0.974653525,-18.0,0.002707458224168487,3.779261,282.33032860127946
13:25:51,122,113648,0.9743473675,-18.0,0.0032067405605088906,4.429897,279.2389981076309
13:25:54,123,114483,0.974140705,-21.0,0.0029645943448825354,3.290303,253.7760200200407
13:25:58,124,115411,0.973911025,-20.0,0.0032992256486162157,3.300243,281.19141529881284
13:26:01,125,116347,0.973679365,-21.0,0.0030971923218661933,3.304793,283.22500077917135
13:26:04,126,117229,0.97346107,-21.0,0.0025831394356346745,3.33964,264.10032219041574
13:26:08,127,118148,0.9732336175,-20.0,0.0024600602204984615,3.545163,259.2264445950722
13:26:11,128,118993,0.97302448,-21.0,0.0022819743113908567,2.977537,283.79160359720134
13:26:14,129,119896,0.9728009875,-21.0,0.0025199024547408852,3.214899,280.8797414786592
13:26:17,130,120750,0.9725896225,-21.0,0.0026757669214607506,3.04133,280.79820341758375
13:26:20,131,121701,0.97235425,-20.0,0.0024177801292467895,3.352242,283.6907359313558
13:26:24,132,122651,0.972119125,-20.0,0.002836465943144941,3.389177,280.30403841404564
13:26:27,133,123573,0.97189093,-20.0,0.0028932790881228427,3.258496,282.95262599677886
13:26:31,134,124558,0.9716471425,-20.0,0.0027359204309541974,3.599556,273.64486064392383
13:26:34,135,125574,0.9713956825,-20.0,0.0027172175572000765,3.808219,266.7913793823307
13:26:38,136,126510,0.9711640225,-20.0,0.0025330356010793047,3.304401,283.2585996675343
13:26:41,137,127317,0.97096429,-21.0,0.0024739337576746867,2.879994,280.20891710191063
13:26:44,138,128243,0.970735105,-20.0,0.002664230812040613,3.529478,262.3617430112895
13:26:47,139,129018,0.9705432925,-21.0,0.002862432851280883,2.977829,260.2567172258716
13:26:51,140,130064,0.9702844075,-20.0,0.003185798667845855,3.786818,276.22135523809175
13:26:54,141,130964,0.9700616575,-20.0,0.0027738282969221473,3.344672,269.08468154724886
13:26:58,142,131996,0.9698062375,-18.0,0.0024170355143498397,3.841227,268.6641534072316
13:27:02,143,133102,0.9695325025,-21.0,0.0023920720582659817,3.888445,284.43246593432593
13:27:05,144,134100,0.9692854975,-19.0,0.0022445469753382854,3.518922,283.60958270743146
13:27:09,145,135170,0.9690206725,-18.0,0.002323419199917646,3.991312,268.0822747006498
13:27:13,146,136270,0.9687484225,-18.0,0.002536041716071354,3.838929,286.53825064230153
13:27:17,147,137294,0.9684949825,-20.0,0.0028156902037608234,3.567908,287.0029159944707
13:27:21,148,138413,0.96821803,-20.0,0.0025306676639177436,3.992009,280.3099892810863
13:27:24,149,139354,0.9679851325,-21.0,0.0023316677677088435,3.257343,288.88575750235697
13:27:27,150,140184,0.9677797075,-20.0,0.002711224734697689,2.961873,280.2280854040669
13:27:31,151,141168,0.9675361675,-20.0,0.0028531043998503347,3.766035,261.28275493987707
13:27:34,152,142044,0.9673193575,-20.0,0.0026649193687802476,3.36799,260.0957841323757
13:27:38,153,142984,0.9670867075,-21.0,0.00315610080377813,3.745787,250.94859905274913
13:27:42,154,144195,0.966786985,-20.0,0.0032097760007006697,4.448016,272.25621490570177
13:27:46,155,145241,0.9665281,-19.0,0.0036469282407334915,3.74367,279.4049689208718
13:27:50,156,146227,0.966284065,-20.0,0.0030979656368755257,3.508318,281.04635896745964
13:27:53,157,147249,0.96603112,-19.0,0.0028385675648223696,3.650627,279.95190963086617
13:27:57,158,148144,0.9658096075,-20.0,0.00211159134859996,3.293476,271.7493614649082
13:28:00,159,149050,0.9655853725,-21.0,0.0015573125273104149,3.436102,263.67086890901373
13:28:04,160,150161,0.9653104,-18.0,0.001741001563374516,4.220656,263.22922313498185
13:28:08,161,151122,0.9650725525,-19.0,0.0019509049503540154,3.811858,252.1080271090896
13:28:13,162,152409,0.96475402,-19.0,0.0019893790719964144,4.646746,276.9680115934893
13:28:16,163,153258,0.9645438925,-21.0,0.0023609320300890415,3.090475,274.71505189331737
13:28:19,164,154088,0.9643384675,-21.0,0.0022748021551200915,2.938898,282.4187841837315
13:28:22,165,155081,0.9640927,-21.0,0.002012345680979129,3.636064,273.09750323426647
13:28:26,166,156126,0.9638340625,-20.0,0.0018573720848912166,3.994679,261.5979907271648
13:28:30,167,157014,0.9636142825,-20.0,0.0017981963108402786,3.318359,267.6021491345572
13:28:33,168,157997,0.96337099,-20.0,0.001977188017444564,3.756061,261.7103396350592
13:28:37,169,158976,0.9631286875,-20.0,0.0020750836057962514,3.541684,276.4221765691123
13:28:40,170,159927,0.962893315,-20.0,0.002614519250444176,3.493279,272.2370586489084
13:28:45,171,161093,0.96260473,-19.0,0.002661436050452534,4.179024,279.0125158410193
13:28:49,172,162265,0.96231466,-17.0,0.003089607172564575,4.347205,269.59851214746027
13:28:52,173,163072,0.9621149275,-21.0,0.002705257308069357,3.02061,267.1645793399347
13:28:55,174,163910,0.9619075225,-20.0,0.002502352921735673,3.108912,269.54767455624346
13:28:58,175,164832,0.9616793275,-21.0,0.002413649634083571,3.288721,280.35214905733875
13:29:02,176,165757,0.96145039,-20.0,0.002353887662797331,3.421767,270.3281667045126
13:29:06,177,166782,0.9611967025,-19.0,0.0023031499740682193,3.869589,264.8860124421482
13:29:09,178,167680,0.9609744474999999,-21.0,0.00235284564041649,3.24968,276.3349006671426
13:29:12,179,168643,0.960736105,-20.0,0.002661813622199509,3.541081,271.9508534258324
13:29:16,180,169492,0.9605259775,-21.0,0.002631222608472871,3.047094,278.6261270574521
13:29:20,181,170580,0.9602566975,-18.0,0.0024038822955523807,4.153675,261.9367186888719
13:29:24,182,171760,0.9599646475,-19.0,0.002543716852245379,4.258736,277.0775178362782
13:29:28,183,172848,0.9596953675,-21.0,0.0026677599117272835,4.007383,271.4988809405041
13:29:31,184,173628,0.9595023175,-21.0,0.0027565287933565487,2.786186,279.9525946939652
13:29:34,185,174572,0.9592686775,-21.0,0.0029374765981012418,3.357648,281.14918538214846
13:29:37,186,175430,0.9590563225,-20.0,0.0024388438902881947,3.115863,275.36512356287807
13:29:40,187,176324,0.9588350575,-21.0,0.0027016433135443473,3.311917,269.93430088978675
13:29:44,188,177108,0.9586410175,-21.0,0.0029646303259401713,3.051194,256.9485912727935
13:29:47,189,178153,0.95838238,-20.0,0.002443013265320164,3.800315,274.9772058368846
13:29:50,190,178910,0.9581950225,-21.0,0.0023585545479950726,2.892341,261.72570938212334
13:29:54,191,179889,0.95795272,-21.0,0.0026329564933227946,3.547389,275.9776274888376
13:29:57,192,180858,0.9577128925,-21.0,0.002577429432383438,3.51739,275.4883592663879
13:30:02,193,182237,0.95737159,-18.0,0.0026587461183805935,5.136333,268.47947747936126
13:30:06,194,183164,0.9571421575,-20.0,0.0025000420981842733,3.413205,271.592242481773
13:30:09,195,184123,0.956904805,-21.0,0.002534676969177478,3.428575,279.7080419707896
13:30:13,196,185189,0.95664097,-19.0,0.0027065894113895432,4.062196,262.4196370633027
13:30:17,197,186070,0.9564229225,-21.0,0.0027804933559805664,3.178097,277.2099152417311
13:30:20,198,187053,0.9561796300000001,-20.0,0.0026934569085403006,3.646584,269.56735399486206
13:30:25,199,188278,0.9558764425,-19.0,0.002800365490496487,4.468077,274.16716408423576
13:30:28,200,189139,0.955663345,-20.0,0.0026730221173682706,3.144723,273.79200012210936
13:30:31,201,190123,0.955419805,-20.0,0.0026007064557123202,3.589513,274.1318947723549
13:30:35,202,191036,0.9551938375,-20.0,0.002361580673574568,3.391542,269.19908407444166
13:30:38,203,192001,0.954955,-19.0,0.0027218953408551026,3.530874,273.30343705269576
13:30:43,204,193168,0.9546661675,-20.0,0.002708696740834663,4.297812,271.53351519331227
13:30:46,205,194138,0.9544260925,-21.0,0.002956779173061773,3.620073,267.95039768535054
13:30:50,206,195114,0.9541845325,-20.0,0.002697026324849652,3.577418,272.82246581193476
13:30:53,207,196007,0.953963515,-21.0,0.0024411152140446208,3.248737,274.87605183183496
13:30:56,208,196939,0.953732845,-21.0,0.0029146172463006535,3.375209,276.1310484772943
13:31:00,209,197935,0.953486335,-21.0,0.00267806096679445,3.638613,273.730677046446
13:31:04,210,199113,0.95319478,-18.0,0.0031088413216836626,4.410726,267.0762137571003
13:31:08,211,200109,0.95294827,-19.0,0.002833742130104542,3.715881,268.0387235220934
13:31:12,212,201041,0.9527176,-20.0,0.002601094748285227,3.439933,270.935509499749
13:31:15,213,202101,0.95245525,-20.0,0.0024522007572605224,3.730448,284.14817737708717
13:31:19,214,203096,0.9522089875,-19.0,0.0025914996060178493,3.499104,284.3585100642907
13:31:22,215,203993,0.95198698,-20.0,0.002590000483000444,3.147574,284.9813856640066
13:31:25,216,204749,0.95179987,-21.0,0.002488614361494208,2.656172,284.62012249206754
13:31:28,217,205690,0.9515669725,-20.0,0.002918060020632804,3.383503,278.11413201052284
13:31:32,218,206724,0.9513110575,-19.0,0.00282103908965689,3.651616,283.1623040319683
13:31:35,219,207619,0.951089545,-21.0,0.002695993383635401,3.395812,263.55993794709485
13:31:39,220,208650,0.9508343725,-20.0,0.0024171716295807197,4.004599,257.4539922723848
13:31:42,221,209553,0.95061088,-21.0,0.0023190794645013306,3.383591,266.8762270617223
13:31:47,222,210774,0.9503086825,-19.0,0.0026678424721705866,4.498502,271.4236872630044
13:31:51,223,212001,0.950005,-20.0,0.0024045926741709635,4.408499,278.3260243452477
13:31:54,224,212855,0.949793635,-20.0,0.00289810722597608,3.044916,280.4675071496225
13:31:58,225,213929,0.94952782,-19.0,0.0030282411304974172,3.85741,278.42516092403974
13:32:03,226,215076,0.9492439375,-19.0,0.0031568668915001167,4.26092,269.1906912122265
13:32:07,227,216177,0.94897144,-18.0,0.0028454531220368285,3.989311,275.98750761723016
13:32:10,228,217107,0.948741265,-19.0,0.0029703944546154476,3.592541,258.8696969637925
13:32:13,229,217901,0.94854475,-21.0,0.0031767693978860673,3.097551,256.33153417005883
13:32:16,230,218812,0.9483192775,-20.0,0.0031923459712539016,3.239943,281.1777861524107
13:32:20,231,219877,0.94805569,-18.0,0.00291727216803549,3.826337,278.33408296237366
13:32:24,232,220993,0.94777948,-21.0,0.0027533342701292806,4.021884,277.4818965440077
13:32:27,233,221750,0.9475921225,-21.0,0.002983614332695546,2.985232,253.5816311764044
13:32:30,234,222587,0.947384965,-21.0,0.0029935639047478303,3.163669,264.5662362276205
13:32:34,235,223697,0.94711024,-20.0,0.0034314434049506973,3.980563,278.8550262864826
13:32:38,236,224604,0.9468857575,-21.0,0.003462421114915009,3.228475,280.93759437505327
13:32:41,237,225486,0.9466674625,-21.0,0.002974964317979451,3.244064,271.88119593201617
13:32:45,238,226430,0.9464338225,-20.0,0.002771812020401447,3.620308,260.7512951936686
13:32:48,239,227503,0.946168255,-18.0,0.003107895257790684,3.888805,275.9202377079848
13:32:52,240,228352,0.9459581275,-21.0,0.0028496918612805565,3.174753,267.42237900082307
13:32:55,241,229201,0.945748,-21.0,0.0028109451501188635,3.042375,279.0583014914335
13:32:58,242,230118,0.9455210425,-21.0,0.002963988859751404,3.281946,279.40740036551483
13:33:02,243,231321,0.9452233,-19.0,0.0032536743024667333,4.477837,268.65649642896784
13:33:05,244,232076,0.9450364375,-21.0,0.0029022903413823903,2.726441,276.91778402686873
13:33:08,245,233015,0.944804035,-21.0,0.002648084514843736,3.358852,279.5598019799622
13:33:13,246,234200,0.9445107475,-18.0,0.003170928512534718,4.271891,277.39471817047763
13:33:16,247,235208,0.9442612675,-20.0,0.002905828553290727,3.605827,279.54752127597914
13:33:20,248,236152,0.9440276275,-20.0,0.002723383497973604,3.369047,280.1979313437895
13:33:23,249,237108,0.9437910175,-20.0,0.0028787289595593813,3.449637,277.1306082350114
13:33:27,250,238115,0.943541785,-20.0,0.0027331759899555308,3.658475,275.25130006355107
13:33:30,251,239027,0.943316065,-20.0,0.0027610976376627946,3.392378,268.83796558048664
13:33:34,252,240163,0.943034905,-21.0,0.0031736966660721754,4.179975,271.7719603586146
13:33:38,253,241238,0.9427688425,-21.0,0.003031638207487056,3.879851,277.07249582522627
13:33:42,254,242338,0.9424965925,-17.0,0.0029391854142092845,4.066327,270.51439788290514
13:33:46,255,243380,0.9422386975,-20.0,0.002944399879757279,3.890877,267.8059470911057
13:33:50,256,244456,0.9419723875,-20.0,0.0025903362848754405,3.996545,269.23254961472975
13:33:53,257,245274,0.9417699325,-21.0,0.002549598297592616,2.94371,277.8806336221979
13:33:57,258,246205,0.94153951,-19.0,0.0030412306412534846,3.333951,279.24825529829326
13:34:01,259,247383,0.941247955,-20.0,0.002821642689669796,4.548913,258.9629654381168
13:34:05,260,248372,0.9410031775,-19.0,0.002715674811749821,3.640241,271.6853087474153
13:34:09,261,249582,0.9407037025,-17.0,0.003253857757690249,4.68352,258.3526919923477
13:34:13,262,250431,0.940493575,-21.0,0.002887558429512933,3.208969,264.57095721398366
13:34:16,263,251302,0.9402780025,-21.0,0.0021503273172863682,3.144015,277.03430168113067
13:34:20,264,252578,0.9399621925,-16.0,0.002578119225661361,4.706204,271.131468164151
13:34:25,265,253657,0.93969514,-19.0,0.0026747774807046407,4.158557,259.4650019225419
13:34:28,266,254562,0.9394711525,-21.0,0.0030833047792002293,3.306015,273.7434645638329
13:34:32,267,255596,0.9392152375,-20.0,0.0034417465794831514,3.688166,280.35614449024257
13:34:36,268,256753,0.93892888,-20.0,0.0031568079301685995,4.369612,264.783234758601
13:34:39,269,257623,0.938713555,-21.0,0.0027931919635256347,3.157763,275.5114934211339
13:34:42,270,258379,0.938526445,-21.0,0.0028552877286784155,2.709404,279.0281552695722
13:34:47,271,259715,0.938195785,-19.0,0.002917673175110242,4.969234,268.854314367164
13:34:50,272,260646,0.9379653625,-21.0,0.003305453542058352,3.367256,276.48625468333864
13:34:53,273,261562,0.9377386525,-20.0,0.0032921516634910226,3.299592,277.61008027659176
13:34:57,274,262540,0.9374965975,-20.0,0.003595309529060376,3.503309,279.16464120064774
13:35:01,275,263528,0.9372520675,-21.0,0.0032702657355934473,3.705319,266.6437086793337
13:35:05,276,264657,0.93697264,-20.0,0.0034881275377150744,4.27568,264.05156606668413
13:35:09,277,265760,0.9366996475,-19.0,0.003267305405937474,3.95079,279.1846693952349
13:35:14,278,267057,0.93637864,-19.0,0.0035603742389223323,4.689766,276.55964071554956
13:35:18,279,268108,0.9361185175,-19.0,0.003329694714087936,3.964278,265.11763302170027
13:35:21,280,268970,0.9359051725,-20.0,0.003475502846413292,3.111443,277.0418741400694
13:35:24,281,269842,0.9356893525,-21.0,0.0031590357154753024,3.1646,275.5482525437654
13:35:27,282,270798,0.9354527425,-20.0,0.0033280340424703754,3.603034,265.33193969304756
13:35:31,283,271672,0.9352364275,-21.0,0.003518482212803899,3.239705,269.7776495082114
13:35:34,284,272679,0.9349871949999999,-21.0,0.0034895388147098915,3.62254,277.98174761355295
13:35:38,285,273609,0.9347570199999999,-21.0,0.003258106061667124,3.366249,276.27189788990654
13:35:42,286,274674,0.9344934325,-19.0,0.0032196495886822056,3.952895,269.42279013229546
13:35:46,287,275763,0.934223905,-18.0,0.003222241188375526,4.275991,254.67780451362034
13:35:50,288,276764,0.9339761575,-20.0,0.0033775155732873826,3.858119,259.45285772678346
13:35:53,289,277758,0.9337301425,-21.0,0.0038157188643076754,3.702316,268.48059430907574
13:35:57,290,278663,0.933506155,-21.0,0.003963232270145244,3.250194,278.44491744185115
13:36:01,291,279922,0.9331945525,-18.0,0.0033826943836174905,4.578495,274.98118923358004
13:36:05,292,280829,0.93297007,-20.0,0.0034976710574619375,3.466889,261.61783662528563
13:36:09,293,282015,0.932676535,-16.0,0.0038156208595594493,4.295671,276.0919074109726
13:36:13,294,283035,0.932424085,-21.0,0.003594747530844282,3.689671,276.4474122489512
13:36:17,295,284120,0.9321555475,-20.0,0.003587236792893867,4.048297,268.01393277222496
13:36:21,296,285288,0.9318664675,-20.0,0.003427256490159716,4.51143,258.8979547504893
13:36:26,297,286499,0.931566745,-18.0,0.003613193637749838,4.602513,263.1171275344578
