Train started: 13:19
F = <module 'torch.nn.functional' from '/home/milkylatte/miniconda3/envs/irobot/lib/python3.8/site-packages/torch/nn/functional.py'>
BATCH_SIZE = 32
GAMMA = 0.99
EPS_START = 1
EPS_END = 0.01
EXP_FRACTION = 0.1
NUMBER_OF_FRAMES = 40000000.0
TARGET_UPDATE = 1000
TRAIN_FREQUENCY = 4
HEIGHT = 84
WIDTH = 84
EPSILON = 0
MEM_SIZE = 250000
LEARNING_STARTS = 10000
SINGLE_EVAL_STEPS = 10000
SCHEDULE_TIMESTEPS = 4000000.0
LEARNING_RATE = 0.0001
PATH = ./deepQ.pt
GIF_PATH = ./game_video/

games,frames,epsilon,score,network_loss,delta_t,frames/t
14:14:38,874,893842,0.7812493524999999,-20.0,0.0055955600575918266,4.538968,273.85079603998093
14:14:42,875,894862,0.7809969025,-19.0,0.005646916708507228,3.856534,264.4861940799692
14:14:46,876,895894,0.7807414825,-20.0,0.005281460984039676,3.765801,274.045282796409
14:14:49,877,896730,0.7805345725,-21.0,0.005414673340012226,3.102062,269.4981596112521
14:14:53,878,897754,0.7802811325,-20.0,0.005616268168523675,3.841381,266.57079836652497
14:14:56,879,898808,0.7800202675,-19.0,0.005074291886184577,3.88992,270.9567291872326
14:15:01,880,900107,0.779698765,-17.0,0.0058465687074483585,4.926373,263.6828352217747
14:15:05,881,901174,0.7794346825,-18.0,0.006498085013991885,4.049609,263.48222754344926
14:15:09,882,902168,0.7791886674999999,-19.0,0.00536599924652687,3.734748,266.14914848337827
14:15:14,883,903554,0.7788456324999999,-17.0,0.0055047282395530115,5.16877,268.14890196313627
14:15:19,884,904743,0.7785513550000001,-20.0,0.005129301957378434,4.621003,257.3034468923738
14:15:24,885,906056,0.7782263875,-17.0,0.00564384999083037,4.905085,267.6813959391122
14:15:28,886,907180,0.7779481975,-19.0,0.005208026471935558,4.127785,272.30100404938725
14:15:31,887,908074,0.7777269325,-21.0,0.0058576956331048025,3.305798,270.4339466597778
14:15:34,888,908936,0.7775135875,-21.0,0.005537162917709454,3.152545,273.42987966864865
14:15:38,889,909906,0.7772735125,-19.0,0.0047754362036776824,3.573363,271.4529702132137
14:15:43,890,911250,0.7769408725,-20.0,0.005059506440461735,5.19365,258.7775456567154
14:15:48,891,912382,0.7766607025,-20.0,0.00504276131908327,4.587011,246.78379886161161
14:15:53,892,913827,0.776303065,-17.0,0.00528811616226489,5.579892,258.96558571384537
14:15:57,893,914875,0.776043685,-19.0,0.005504203800339507,3.850879,272.145658173108
14:16:01,894,915721,0.7758343,-21.0,0.005169358049005375,3.53644,239.22362601938673
14:16:05,895,916902,0.7755420025,-19.0,0.00521997288619247,4.656168,253.64205071638307
14:16:09,896,917963,0.775279405,-18.0,0.0050246764523557055,3.886251,273.0137605625576
14:16:14,897,919250,0.7749608725,-19.0,0.005583645971506394,5.028473,255.94250978378525
14:16:18,898,920176,0.7747316875,-20.0,0.005315039718112388,3.601626,257.1060959688763
14:16:21,899,921011,0.774525025,-21.0,0.005967521441779568,3.280137,254.56253808911032
14:16:25,900,921949,0.77429287,-21.0,0.00565926495374755,3.591885,261.14421814729593
14:16:28,901,922766,0.7740906625,-21.0,0.005132444755302048,3.124261,261.5018399551126
14:16:32,902,923709,0.77385727,-19.0,0.00536551705011072,3.582235,263.24347788461677
14:16:35,903,924605,0.77363551,-20.0,0.005493927431546451,3.314153,270.35565346560645
14:16:39,904,925798,0.7733402425,-18.0,0.005249971398480562,4.567839,261.17382858721595
14:16:44,905,927073,0.77302468,-19.0,0.0056685688106203015,4.925546,258.8545513532916
14:16:49,906,928204,0.7727447575,-19.0,0.005924962435399863,4.343595,260.3833920980202
14:16:54,907,929500,0.7724239975,-18.0,0.005863167247792453,4.967482,260.89676822180735
14:16:57,908,930449,0.77218912,-20.0,0.005158102618698657,3.623259,261.9188967722153
14:17:02,909,931731,0.771871825,-19.0,0.005670657887822017,5.020568,255.3495939104898
14:17:06,910,932812,0.7716042775,-19.0,0.0056147302945006505,4.087599,264.4584265726653
14:17:10,911,933884,0.7713389575,-20.0,0.005806927799869245,4.113361,260.61413039118133
14:17:15,912,935038,0.7710533425,-19.0,0.0057538852114133714,4.424272,260.83387278178196
14:17:20,913,936263,0.770750155,-17.0,0.005421424746814677,4.826409,253.81189202987147
14:17:25,914,937587,0.770422465,-19.0,0.004715517178400113,5.109016,259.1497071060259
14:17:28,915,938426,0.7702148125,-21.0,0.0052385372278790565,3.21355,261.08198098675916
14:17:32,916,939531,0.769941325,-19.0,0.005045779109713149,4.250388,259.97626569621406
14:17:36,917,940607,0.769675015,-20.0,0.0048065987373632985,4.078056,263.8512075361398
14:17:40,918,941556,0.7694401375,-19.0,0.005041300967524323,3.624556,261.8251725176822
14:17:44,919,942626,0.7691753125,-19.0,0.005083550873026599,4.144239,258.18974243522155
14:17:48,920,943566,0.7689426625,-20.0,0.00513737916728442,3.719028,252.75421427319182
14:17:51,921,944387,0.768739465,-21.0,0.004943690743728927,3.134632,261.91272213133794
14:17:55,922,945353,0.76850038,-21.0,0.004673932872622174,3.734198,258.6900855284053
14:17:59,923,946337,0.76825684,-21.0,0.004380835934326325,3.767937,261.15086319118393
14:18:03,924,947523,0.767963305,-18.0,0.005016102176710233,4.520619,262.353452038316
14:18:07,925,948561,0.7677064,-20.0,0.004696226329094945,4.086573,254.00255911248865
14:18:11,926,949477,0.76747969,-20.0,0.0048238266153692155,3.491441,262.3558582258729
14:18:15,927,950666,0.7671854124999999,-18.0,0.004879697116432078,4.49404,264.57263397744566
14:18:19,928,951690,0.7669319725,-21.0,0.004526899746906565,3.883534,263.6773619079941
14:18:22,929,952477,0.76673719,-21.0,0.004401644260438187,2.940586,267.63373014766444
14:18:25,930,953342,0.7665231025,-21.0,0.004430615840074433,3.254963,265.74802847221304
14:18:30,931,954555,0.766222885,-19.0,0.0041304083966355,4.860829,249.5459107901142
14:18:35,932,955852,0.7659018774999999,-20.0,0.004146506766433667,4.989575,259.94197902626973
14:18:39,933,956983,0.765621955,-19.0,0.0037458520769322614,4.222506,267.85041868501787
14:18:43,934,958052,0.7653573775,-18.0,0.0040491694455429186,3.988118,268.0462313301663
14:18:47,935,959029,0.76511557,-20.0,0.003984949605216329,3.855707,253.39062330202995
14:18:51,936,960054,0.7648618825,-21.0,0.004410226623576818,4.013412,255.39366504111715
14:18:57,937,961523,0.764498305,-16.0,0.003984969781936281,5.423807,270.84297062930153
14:19:00,938,962510,0.7642540225,-20.0,0.0042751080348054585,3.944233,250.23876632034668
14:19:04,939,963423,0.764028055,-20.0,0.004146201811269285,3.659161,249.51074850218396
14:19:09,940,964822,0.7636818025000001,-18.0,0.004228642867279372,5.351917,261.4016622455094
14:19:12,941,965642,0.7634788525,-21.0,0.00457891373804248,2.998626,273.45857736176504
14:19:16,942,966559,0.763251895,-20.0,0.005066554360986407,3.390476,270.46349834064597
14:19:19,943,967506,0.7630175125,-20.0,0.004985360419849241,3.464282,273.36111783047687
14:19:24,944,968662,0.7627314025,-19.0,0.005176576384734749,4.41953,261.5662751469048
14:19:29,945,969965,0.76240891,-18.0,0.004869398633282391,4.907797,265.49590376293065
14:19:33,946,971051,0.762140125,-20.0,0.004554578021935074,4.193983,258.94239437785035
14:19:37,947,972125,0.76187431,-20.0,0.00470174623429983,4.088189,262.70801080869796
14:19:41,948,973067,0.761641165,-21.0,0.004629480525692726,3.556159,264.892542768757
14:19:44,949,974064,0.7613944075,-19.0,0.00451986806282033,3.910316,254.96660627939022
14:19:49,950,975185,0.76111696,-19.0,0.004614187542886019,4.490899,249.61594549331883
14:19:53,951,976361,0.7608258999999999,-19.0,0.004413245016943385,4.387493,268.03461566776286
14:19:58,952,977484,0.7605479575,-20.0,0.004821153803537267,4.231448,265.39378482259497
14:20:01,953,978306,0.7603445125,-21.0,0.0049853391405104575,3.10037,265.1296458164671
14:20:05,954,979434,0.7600653325,-19.0,0.004773019544667967,4.182083,269.72204999279063
14:20:08,955,980310,0.7598485225,-21.0,0.005034035437987037,3.283604,266.7800380313826
14:20:13,956,981483,0.759558205,-18.0,0.004691215658341074,4.461679,262.9055115798335
14:20:17,957,982642,0.7592713525,-19.0,0.0045737488817519925,4.343827,266.8154141497808
14:20:21,958,983612,0.7590312775,-20.0,0.004743906953381683,3.651299,265.6588792098374
14:20:25,959,984707,0.758760265,-20.0,0.004632690900607021,4.470922,244.91592561892156
14:20:28,960,985545,0.75855286,-20.0,0.004822631990758791,3.16429,264.83034108757414
14:20:32,961,986629,0.75828457,-18.0,0.004878731677738255,4.144414,261.5568811417006
14:20:36,962,987702,0.7580190025,-18.0,0.0049196386811021136,4.160419,257.9067156457078
14:20:40,963,988598,0.7577972425,-21.0,0.004863137687997161,3.708382,241.61480667309894
14:20:44,964,989536,0.7575650875,-20.0,0.004536283808923526,3.512805,267.0230769997196
14:20:48,965,990653,0.75728863,-19.0,0.004875832709616848,4.229726,264.083299958437
14:20:51,966,991484,0.7570829575,-21.0,0.0048907265834204385,3.33268,249.3488723789863
14:20:55,967,992400,0.7568562475,-21.0,0.004870385340797231,3.789901,241.694967757733
14:20:59,968,993451,0.756596125,-19.0,0.005381985474333606,4.060488,258.83588376569514
14:21:04,969,994649,0.7562996200000001,-19.0,0.004898118977434933,4.591668,260.9073652537596
14:21:08,970,995695,0.756040735,-20.0,0.005165644136562558,4.114947,254.19525451968155
14:21:12,971,996634,0.7558083325,-21.0,0.005138762289796896,3.792411,247.59974591361538
14:21:17,972,998058,0.7554558925,-16.0,0.005161269484846486,5.546743,256.72723614560834
14:21:22,973,999339,0.7551388450000001,-19.0,0.006152014455437893,5.30966,241.2583856593454
14:21:27,974,1000569,0.75483442,-20.0,0.005666785488319402,4.719289,260.632480867351
14:21:32,975,1001601,0.754579,-20.0,0.00498645747750059,4.329653,238.35628397933965
14:21:36,976,1002811,0.7542795250000001,-19.0,0.004600103085687915,4.517163,267.86724322323545
14:21:41,977,1004141,0.75395035,-19.0,0.00450456744918527,5.402059,246.20242022532517
14:21:46,978,1005307,0.7536617649999999,-19.0,0.004806830249110691,4.841184,240.8501721892826
14:21:51,979,1006660,0.7533268975,-17.0,0.004402587523845096,5.12071,264.221172454601
14:21:56,980,1007850,0.7530323725,-20.0,0.004586732259954657,4.45321,267.22296949840677
14:22:00,981,1009000,0.7527477475,-19.0,0.00479680964421442,4.577078,251.2519996381971
14:22:05,982,1010251,0.752438125,-18.0,0.004735899475453713,4.763411,262.6269284762537
14:22:11,983,1011753,0.75206638,-17.0,0.004683383399907975,5.64821,265.92495675621126
14:22:15,984,1012718,0.7518275425,-20.0,0.004890946647214135,3.822275,252.46744412686164
14:22:18,985,1013597,0.75160999,-21.0,0.005502669792622328,3.290594,267.1250236279529
14:22:22,986,1014787,0.751315465,-19.0,0.005035007581810909,4.448645,267.4971817261211
14:22:26,987,1015702,0.7510890025,-20.0,0.0049450780513114806,3.393544,269.6296261371593
14:22:30,988,1016684,0.7508459574999999,-20.0,0.004830910306785028,3.783968,259.5159367098242
14:22:35,989,1017782,0.7505742025,-17.0,0.0050073102252049875,5.72725,191.7150464882797
14:22:40,990,1018838,0.7503128425,-20.0,0.0050125950876849165,4.808947,219.59069209953864
14:22:45,991,1020041,0.7500150999999999,-18.0,0.0043826802723431505,5.199587,231.3645295289799
14:22:51,992,1021438,0.7496693425000001,-19.0,0.0053594549774275,6.013025,232.32898582660144
14:22:56,993,1022471,0.749413675,-19.0,0.005464400472967749,4.646768,222.30505159715312
14:23:00,994,1023320,0.7492035475,-20.0,0.005612091972923152,3.538796,239.91210569922652
14:23:04,995,1024281,0.7489657000000001,-20.0,0.0050316159024108124,4.281398,224.4593938708805
14:23:08,996,1025395,0.748689985,-19.0,0.005301116465292737,4.419737,252.05119671147855
14:23:15,997,1026931,0.748309825,-15.0,0.005557109405647982,6.777115,226.6451137394009
14:23:19,998,1027982,0.7480497024999999,-19.0,0.00510243601086036,4.219728,249.06818638547318
14:23:24,999,1029023,0.7477920549999999,-18.0,0.0059789565611236654,4.821255,215.91888419094198
14:23:35,1000,1030102,0.7475247549999999,-19.0,0.005588595265591586,11.016465,97.94430427546405
14:23:39,1001,1031172,0.7472601775000001,-18.0,0.005549861934412731,3.876809,276.000184687974
14:23:44,1002,1032436,0.7469473375,-19.0,0.005936981385125767,4.831735,261.6037510335314
14:23:48,1003,1033413,0.7467055300000001,-21.0,0.007327461073517191,4.513574,216.4581770455076
14:23:52,1004,1034455,0.746447635,-20.0,0.007709568829830879,4.100821,254.09546039683275
14:23:58,1005,1035543,0.7461783550000001,-21.0,0.0073880176042781815,5.853315,185.8775753568704
14:24:03,1006,1036467,0.7459496649999999,-20.0,0.006437121902580385,5.082446,181.80222672311717
14:24:08,1007,1037455,0.7457051349999999,-20.0,0.005523980751648726,4.18467,236.0998597260955
14:24:11,1008,1038417,0.7454670400000001,-21.0,0.005526962348538223,3.871321,248.49398951933978
14:24:15,1009,1039361,0.7452334,-20.0,0.0063380664934688325,3.752287,251.5799031364072
14:24:20,1010,1040592,0.7449287275,-18.0,0.005735594047012008,5.263143,233.8906619105732
14:24:25,1011,1041576,0.7446851875,-20.0,0.0062537354429449315,4.540168,216.73206806444165
14:24:30,1012,1042903,0.744356755,-20.0,0.005480588458657983,5.350989,247.9915395079302
14:24:35,1013,1044134,0.7440520825,-19.0,0.005156409725631503,5.000654,246.1678012515963
14:24:39,1014,1045136,0.7438040875,-20.0,0.004746415162459016,4.01399,249.6269298129791
14:24:43,1015,1046050,0.7435778725,-20.0,0.005125465006242185,4.022366,227.22944654961782
14:24:49,1016,1047184,0.7432972075,-18.0,0.005247346661958593,5.248192,216.0744119117593
14:24:55,1017,1048681,0.7429266999999999,-15.0,0.0051008971221745015,6.37659,234.76497626474338
14:24:58,1018,1049494,0.7427254825,-21.0,0.005249594364044591,3.092668,262.87981768492443
14:25:01,1019,1050357,0.7425118900000001,-20.0,0.005380485769246998,3.259764,264.74309183118777
14:25:05,1020,1051355,0.742264885,-20.0,0.005619405838006352,3.888042,256.6844699722894
14:25:09,1021,1052280,0.7420359475,-20.0,0.006347120152907325,3.788144,244.18290328984327
14:25:15,1022,1053642,0.7416988525,-18.0,0.005997147854920094,5.82737,233.7246476540875
14:25:23,1023,1055249,0.74130112,-20.0,0.005672592490179399,7.750742,207.33498805662737
14:25:28,1024,1056514,0.7409880325,-17.0,0.005927273653642145,4.999975,253.00126500632504
14:25:32,1025,1057625,0.74071306,-18.0,0.005633624076672407,4.508507,246.42303982227378
14:25:36,1026,1058538,0.7404870925,-21.0,0.005019786922371407,3.748872,243.53992347564815
14:25:40,1027,1059569,0.74023192,-20.0,0.005003673748235947,4.370884,235.87905787479144
14:25:45,1028,1060836,0.7399183375,-18.0,0.005474893257973857,5.216839,242.86737620233248
14:25:50,1029,1061931,0.739647325,-19.0,0.00605193189201693,4.388941,249.49070857867537
14:25:54,1030,1062888,0.7394104675,-21.0,0.005046431838815338,3.896936,245.57755118380183
14:25:58,1031,1063858,0.7391703924999999,-20.0,0.004792329098324104,4.067855,238.45491051180537
14:26:02,1032,1064872,0.7389194275,-21.0,0.005323547973452143,4.101191,247.24525144037426
14:26:06,1033,1065768,0.7386976675000001,-21.0,0.0053950606540768475,4.193958,213.64067069818057
14:26:11,1034,1066792,0.7384442275,-20.0,0.005043474210197019,4.467715,229.19993777579813
14:26:15,1035,1067937,0.7381608399999999,-18.0,0.005241988498136687,4.847242,236.21680122428384
14:26:20,1036,1068993,0.73789948,-19.0,0.005984726828473592,4.674207,225.9206748866706
14:26:24,1037,1070053,0.73763713,-18.0,0.0054993167497604245,4.28205,247.54498429490548
14:26:30,1038,1071341,0.73731835,-19.0,0.004601774530981303,5.458625,235.95685726716894
14:26:36,1039,1072743,0.736971355,-17.0,0.005123136048870427,5.825557,240.66368245989182
14:26:40,1040,1073685,0.73673821,-21.0,0.0052931392688690924,4.137333,227.68290587197114
14:26:45,1041,1074844,0.7364513575,-20.0,0.004910455517967112,5.283072,219.37993652178127
14:26:49,1042,1075791,0.736216975,-21.0,0.005358194075681992,4.069683,232.69625668633157
14:26:54,1043,1076966,0.7359261625,-19.0,0.004402924537718879,5.323437,220.7220635841093
14:26:59,1044,1078036,0.7356613375000001,-19.0,0.004220758724350775,4.781925,223.75926013059592
14:27:04,1045,1079055,0.735409135,-20.0,0.004106232083594317,4.414472,230.83168270180443
14:27:09,1046,1080313,0.73509778,-20.0,0.004808530175600142,5.434156,231.4986908730629
14:27:14,1047,1081193,0.7348799800000001,-21.0,0.004898248637751253,4.557133,193.10386596134015
14:27:19,1048,1082137,0.7346463400000001,-20.0,0.004457360616948266,5.056841,186.67780932799744
14:27:25,1049,1083370,0.7343411725,-19.0,0.004878171033969802,5.986996,205.9463543987669
14:27:29,1050,1084445,0.73407511,-20.0,0.004968455407316675,4.698248,228.80869634808548
14:27:33,1051,1085295,0.733864735,-21.0,0.00516394194202357,3.494119,243.26589907212662
14:27:37,1052,1086322,0.7336105525,-21.0,0.005267890984897324,4.198858,244.59031479511808
14:27:42,1053,1087625,0.73328806,-17.0,0.005709119802455138,5.265443,247.4625591806805
14:27:47,1054,1088793,0.7329989800000001,-18.0,0.005381393121565016,4.727098,247.0860557576763
14:27:51,1055,1089767,0.732757915,-20.0,0.00468626156532677,3.969885,245.34715741136077
14:27:55,1056,1090791,0.732504475,-20.0,0.004965158742379572,4.200925,243.7558394877319
14:28:00,1057,1091989,0.73220797,-19.0,0.005716419329013054,5.053481,237.06431269851416
14:28:04,1058,1092948,0.7319706175,-20.0,0.0053049423473704,4.018641,238.63788778345716
14:28:09,1059,1094178,0.7316661925000001,-18.0,0.005454226023163767,4.963389,247.81454768103004
14:28:13,1060,1095013,0.73145953,-21.0,0.00507284296396897,3.967852,210.441316863633
14:28:19,1061,1096273,0.7311476800000001,-20.0,0.0050784467220572485,5.44302,231.4891365455207
14:28:24,1062,1097542,0.7308336025,-18.0,0.004748516224327641,5.30083,239.39647187327265
14:28:28,1063,1098600,0.7305717475,-19.0,0.004778548880660144,4.421684,239.27535301030105
14:28:33,1064,1099724,0.7302935575,-19.0,0.004993194408028708,4.662225,241.08660564430073
14:28:39,1065,1101073,0.72995968,-16.0,0.0048298504489085485,6.206792,217.34254990339616
14:28:44,1066,1102174,0.7296871825,-19.0,0.0051508478773757815,4.675018,235.50711462501323
14:28:48,1067,1103159,0.729443395,-18.0,0.005175948369683985,4.299319,229.1060514467524
14:28:53,1068,1104138,0.7292010925000001,-21.0,0.0049550472521128095,4.733162,206.83847288556782
14:28:58,1069,1105254,0.7289248825,-21.0,0.005191147940376887,5.012013,222.6650250109088
14:29:03,1070,1106311,0.728663275,-19.0,0.004644103590787078,5.088545,207.72146065329088
14:29:07,1071,1107164,0.7284521575,-21.0,0.004599329959732336,3.721773,229.19183948080658
14:29:11,1072,1108081,0.7282252,-20.0,0.004707305431973351,4.292037,213.65146665790627
14:29:18,1073,1109634,0.7278408325,-18.0,0.004574270587121665,7.090661,219.02048342178537
14:29:23,1074,1110720,0.7275720475,-20.0,0.004624979352282972,4.591401,236.52911170250647
14:29:29,1075,1112138,0.7272210925,-17.0,0.004631822468043948,6.013101,235.81842380495522
14:29:34,1076,1113528,0.7268770675,-16.0,0.004519567875391522,5.456102,254.76063314065613
14:29:40,1077,1115124,0.7264820575,-18.0,0.004956072245089612,6.11336,261.06756350026825
14:29:46,1078,1116477,0.72614719,-17.0,0.004936979148999834,5.648985,239.512053935353
14:29:51,1079,1117603,0.725868505,-20.0,0.00480598817103844,4.641711,242.58296132611446
14:29:54,1080,1118589,0.7256244700000001,-20.0,0.005619751474243186,3.752192,262.7797298219281
14:30:01,1081,1120020,0.7252702975,-16.0,0.005255139772636758,6.234039,229.54620591882727
14:30:05,1082,1120975,0.725033935,-20.0,0.0054099450124599135,4.479761,213.1810156836492
14:30:11,1083,1122263,0.7247151549999999,-19.0,0.004723695646219464,6.156097,209.22347389912798
14:30:17,1084,1123610,0.7243817724999999,-18.0,0.005488972600690402,5.564398,242.07470421777882
14:30:20,1085,1124513,0.72415828,-21.0,0.005483913103497661,3.666696,246.27075710667043
14:30:24,1086,1125454,0.7239253825,-20.0,0.005486337809843269,3.808711,247.06521445181846
14:30:29,1087,1126571,0.723648925,-20.0,0.00488419501435539,4.301181,259.696116020228
14:30:34,1088,1127807,0.723343015,-19.0,0.0048017583263383935,5.677551,217.69949754744607
14:30:39,1089,1128945,0.72306136,-18.0,0.005342983387884472,5.134512,221.63742143362407
14:30:46,1090,1130469,0.72268417,-15.0,0.005272619126809473,6.867911,221.90153599835523
14:30:51,1091,1131716,0.7223755375,-17.0,0.005157738480076098,5.141078,242.55613316895793
14:30:57,1092,1133078,0.7220384424999999,-17.0,0.004988418345795698,5.898362,230.9115649395544
14:31:02,1093,1134079,0.721790695,-20.0,0.005045809787232429,4.785257,209.1841671199687
14:31:10,1094,1135769,0.72137242,-15.0,0.005050953079249499,8.319138,203.14604710247622
14:31:17,1095,1137235,0.721009585,-16.0,0.005108565401573426,6.723962,218.0262172808234
14:31:22,1096,1138629,0.7206645700000001,-16.0,0.004804182521309063,5.370779,259.552664520361
14:31:27,1097,1139689,0.72040222,-19.0,0.004818501002770269,4.081423,259.71334017571814
14:31:32,1098,1140981,0.72008245,-18.0,0.0052646234939336175,5.013576,257.70029216670895
14:31:35,1099,1141989,0.71983297,-20.0,0.005105815989534474,3.860079,261.13455190942983
14:31:42,1100,1143502,0.7194585025,-17.0,0.005226840602946049,6.229787,242.86544628251335
14:31:47,1101,1144625,0.71918056,-19.0,0.0051763944946779635,4.911064,228.66735192210896
14:31:52,1102,1145812,0.7188867775000001,-20.0,0.005104924038892637,4.950815,239.7585044078601
14:31:56,1103,1146931,0.7186098249999999,-19.0,0.004728584002337551,4.458147,251.0011446459706
14:32:00,1104,1148034,0.7183368324999999,-20.0,0.0050880782722927415,4.465441,247.00807826147516
14:32:04,1105,1148908,0.7181205175,-20.0,0.004672831109695034,3.59957,242.80677969868623
14:32:08,1106,1149993,0.7178519800000001,-19.0,0.0050424420979278,4.428211,245.01994146168735
14:32:14,1107,1151305,0.71752726,-18.0,0.004910240477773008,5.968691,219.81369114266428
14:32:18,1108,1152173,0.71731243,-21.0,0.004858766197471574,3.297995,263.19021102215135
14:32:21,1109,1153140,0.7170730975,-19.0,0.004893548278470381,3.670634,263.442228236321
14:32:26,1110,1154256,0.7167968874999999,-19.0,0.005345247892452584,4.278037,260.8673090017688
14:32:29,1111,1155244,0.7165523575,-20.0,0.00437509272504892,3.74721,263.66283181353595
14:32:34,1112,1156314,0.7162875325,-18.0,0.004351207522550292,4.107116,260.5234427272081
14:32:37,1113,1157308,0.7160415175,-21.0,0.004813843889062428,3.758017,264.5011983713751
14:32:41,1114,1158164,0.7158296575,-21.0,0.004418215703787108,3.263761,262.27410646796744
14:32:45,1115,1159289,0.71555122,-18.0,0.004037440428758,4.305861,261.27178745435583
14:32:50,1116,1160441,0.7152661,-20.0,0.003953706121845041,4.623104,249.1832327371394
14:32:54,1117,1161561,0.7149889,-19.0,0.004187677718125217,4.487651,249.57377478774532
14:32:59,1118,1162731,0.714699325,-21.0,0.0047493232721112005,4.89406,239.06531591357688
14:33:03,1119,1163811,0.714432025,-19.0,0.00441738559467787,4.273344,252.72947836635666
14:33:07,1120,1164692,0.7142139775,-21.0,0.004301444873668846,3.814881,230.93774091511634
14:33:12,1121,1165975,0.713896435,-19.0,0.004132378777138007,4.918503,260.8517266330833
14:33:16,1122,1167089,0.71362072,-19.0,0.004281708422595949,4.292777,259.5056766284389
14:33:23,1123,1168739,0.713212345,-18.0,0.004944690574809357,6.734538,245.00567076761615
14:33:28,1124,1170074,0.7128819325,-19.0,0.0049952028999258455,5.151541,259.14575852157634
14:33:32,1125,1170946,0.7126661125,-20.0,0.004641252825380551,3.501171,249.0595289404602
14:33:36,1126,1172024,0.7123993075,-19.0,0.004339916605180386,4.258955,253.11373329842647
14:33:41,1127,1173365,0.71206741,-17.0,0.004251303655543043,5.41669,247.5681643217537
14:33:47,1128,1174671,0.711744175,-18.0,0.004286813038148477,5.276907,247.49346539554327
14:33:50,1129,1175473,0.71154568,-21.0,0.004571348342428271,3.421123,234.42594726936153
14:33:53,1130,1176252,0.7113528775,-21.0,0.00473510441322302,3.183514,244.69815430370338
14:33:59,1131,1177695,0.710995735,-16.0,0.005059371403756441,5.757,250.65138092756646
14:34:03,1132,1178665,0.71075566,-20.0,0.005311333922163388,3.980218,243.70524428561453
14:34:08,1133,1180022,0.7104198025,-16.0,0.005205145669938958,5.281593,256.9300587909746
14:34:13,1134,1181326,0.7100970625,-16.0,0.004667806894407019,5.129718,254.20500698089054
14:34:18,1135,1182519,0.709801795,-18.0,0.004353882896287317,4.878061,244.56438736620967
14:34:22,1136,1183459,0.709569145,-21.0,0.004089475023817826,3.701594,253.94465195264527
14:34:26,1137,1184377,0.7093419400000001,-20.0,0.004320479360530558,3.64186,252.0689977099614
14:34:30,1138,1185272,0.7091204275,-20.0,0.004496641681819837,4.178622,214.18544199499263
14:34:33,1139,1186148,0.7089036175,-20.0,0.0043366081001594255,3.782832,231.5725361316601
14:34:38,1140,1187123,0.708662305,-20.0,0.005049659903962776,4.270614,228.30440775026727
14:34:43,1141,1188282,0.7083754525,-18.0,0.004650494403302155,5.492775,211.004455853371
14:34:48,1142,1189426,0.7080923125,-19.0,0.004625559061964309,4.650402,246.00023825897205
14:34:53,1143,1190499,0.707826745,-19.0,0.004476529125596827,4.677904,229.3762334584036
14:34:57,1144,1191545,0.7075678599999999,-19.0,0.004485329721506884,4.125097,253.56979484361216
14:35:01,1145,1192727,0.707275315,-17.0,0.00411171615518377,4.653331,254.0115886877594
14:35:06,1146,1193778,0.7070151925,-19.0,0.004330576724149712,4.516398,232.70756917348737
14:35:10,1147,1194764,0.7067711575,-20.0,0.004749417082573158,4.08144,241.58140264220472
14:35:16,1148,1196172,0.7064226775,-16.0,0.004698524519467769,6.200629,227.07373719666182
14:35:20,1149,1197242,0.7061578525000001,-19.0,0.004616253886375326,4.182534,255.82577451850958
14:35:25,1150,1198307,0.705894265,-20.0,0.004873228331378318,4.192957,253.997357950487
14:35:28,1151,1199125,0.70569181,-21.0,0.00435995533437718,3.570802,229.0801898285035
14:35:32,1152,1200145,0.70543936,-19.0,0.004321335226196942,4.132296,246.83614145743672
14:35:37,1153,1201366,0.7051371625,-18.0,0.0041281239249835126,5.046472,241.95120868598897
14:35:42,1154,1202415,0.704877535,-20.0,0.004306496573320611,4.69425,223.46487724343612
14:35:46,1155,1203458,0.7046193924999999,-20.0,0.004483618892165493,4.318519,241.51798336420424
14:35:51,1156,1204623,0.7043310549999999,-20.0,0.004498876917897644,5.043129,231.00737657117236
14:35:56,1157,1205727,0.704057815,-19.0,0.004528561299725814,4.740093,232.9068227142379
14:36:03,1158,1207336,0.7036595875,-17.0,0.004556722188975421,6.536711,246.1482540684451
14:36:07,1159,1208414,0.7033927825,-19.0,0.004540125675999594,4.340975,248.33130805867344
14:36:13,1160,1209971,0.703007425,-17.0,0.004182740981908453,5.831102,267.0164233107224
14:36:17,1161,1211087,0.702731215,-21.0,0.0041710577235894285,4.188879,266.41972709166345
14:36:22,1162,1212376,0.7024121875,-19.0,0.004162282955916656,5.060072,254.73945825276795
14:36:26,1163,1213349,0.70217137,-20.0,0.003988260471979614,3.962824,245.53197416791662
14:36:31,1164,1214675,0.701843185,-20.0,0.003910320182119882,5.119608,259.004205009446
14:36:37,1165,1216198,0.7014662425,-17.0,0.0039600907639157894,5.949921,255.96978514504647
14:36:42,1166,1217477,0.70114969,-17.0,0.0042442723728527195,5.182157,246.80842359658342
14:36:48,1167,1218717,0.70084279,-17.0,0.003942711219461935,5.299577,233.9809384786748
